_obj ID,_obj type,_county,_estate,_latitude,_longitude,_accuracy,_distance from Daugava,_spelling,_language,_standardized,DELETE,_source,_match factor,_comment,_etymology,_alternative etymology,_inherited,_reliability,_source language,_attestation,_meaning,_category,_name,_period,_source text,_editor
aijas,house,355 sēlpils,unclear,"56,5626","25,5439",0,no,aijas,latvian,unclear,,LĢIA 6133,n/a,no comment,"pl.tant. aĩjas 'cradle,' reinterpretation as an ā-stem of aĩjã, interjection used to lull children. ME 1, 12.","nom.pl. of *aĩja (could be pl.tant.) 'garden, fence,' borrowed from Est aed 'id.' but based on the nom.pl. aia-d, cf. LVV 1, 6 s.v. aĩdas and aĩjaži.",inherited,possible,original word,latvian,cradle,other,no,modern,no comment,aigars
ainavas 1,house,357 krustpils,unclear,"56,5288","25,8514",50,no,ainavas,latvian,unclear,,LĢIA unreg.,n/a,no comment,"nom.-acc.pl. of ainava 'landscape, scenery,' ava-derivation to aina 'image.' Both neologisms, first attested in the 19th century. Otherwise etymology unclear. ME 1, 13 sub aina, ainava.",no comment,unclear,unclear,unclear,latvian,scenery,other,no,modern,no comment,aigars
ainavas 2,house,505 izvalta,unclear,"55,9222","26,9178",0,no,ainavas,latvian,unclear,,LĢIA 127568,n/a,no comment,"nom.-acc.pl. of ainava 'landscape, scenery,' ava-derivation to aina 'image.' Both neologisms, first attested in the 19th century. Otherwise etymology unclear. ME 1, 13 sub aina, ainava.",no comment,unclear,unclear,unclear,latvian,scenery,other,no,modern,no comment,aigars
airites,house,443 dviete,unclear,"56,1371","26,3317",0,no,airītes,latvian,unclear,,LĢIA 126571,n/a,no comment,"nom.-acc.pl. of aĩrĩte, ĩte-derivation to aĩre 'rudder, oar,' borrowed from Liv. air~airas or Est. aer (cf. also Fi. airo) which in turn hail from Gmc. *airō 'id.' Lt. aĩrė 'rudder, oar; sail' might be borrowed from Lv. (LKŽ). Probably rather associative than diminutive in meaning, i.e., a pl.tant. in the sense 'boatsman's house,' cf. also the surname Aĩrĩtis which must mean 'boatsman' like HG Rudel (DFD). LKŽ s.v. aĩrė; ME 1, 13.",no comment,inherited,reliable,original word,latvian,boatsman's house,fishery and navigation,yes,modern,no comment,aigars
aivari,house,356 ābeļi,unclear,"56,4579","26,0119",0,no,aivari,latvian,unclear,,LĢIA 50282,n/a,no comment,"nom.pl. of PN Aivars 'Ivor.' Also a FN (LUV). | Borrowed from Eng. Ivor, itself from ON Ívarr 'yew-warrior' which is a compound of *iwa 'yew' and *harjar 'warrior.' | de Vries 1977, 288; LPV 46.",no comment,borrowed,possible,english,latvian,Ivor,foreign names (germanic),yes,modern,no comment,aigars
aivarini,house,506 krāslava,unclear,"55,9041","27,0453",0,no,aivariņi,latvian,unclear,,LĢIA 131869,n/a,no comment,"nom.pl. of D to PN Aivars 'Ivor.' Also a FN, cf. LUV s.v. Aivars. | Borrowed from Eng. Ivor, itself from ON Ívarr 'yew-warrior' which is a compound of *iwa 'yew' and *harjar 'warrior.' | de Vries 1977, 288; LPV 46.",no comment,borrowed,possible,english,latvian,Ivor,foreign names (germanic),yes,modern,no comment,aigars
aizkalni 1,house,347 Koknese (Bilstiņa muiža),,"56,6303","25,3486",,no,aizkalni,latvian,yes,,"E 1922, 45; AŠĢTD 58; LVV 1, 9",high,no comment,"nom.pl. of àizkal̂ns 'hill-beyond,' compound of àiz 'behind' and kal̂ns 'mountain, hill,' cf. also variants àizkal̂ne~-is and Lt. ažùkalnė~-is ùžkalnė~-is 'id.' Also a surname, cf. Lt. Ùžkalnis (LPDB) Po. Zabrzeski Zagóra (ISNP). ME 1, 30 s.v. àizkal̂ne.",no comment,inherited,reliable,original word,east baltic,hill-beyond,landscape,yes,modern,no comment,aigars
aizkalni 2,house,355 sēlpils,unclear,"56,5696","25,6244",200,no,aizkalņi,latvian,unclear,,AŠĢTD 67,n/a,no comment,"nom.pl. of àizkal̂nis 'hill-beyond,' compound of àiz 'behind' and -kal̂nis, compositional variant of kal̂ns 'mountain, hill.' Variant of àizkal̂ne~-s and cognate with Lt. ažùkalnis~-ė is ùžkalnis~-ė 'id.' Probably a surname, cf. Àizkal̂ns Lt. Ùžkalnis (LPDB) Po. Zabrzeski Zagóra (ISNP). ME 1, 30 s.v. àizkal̂ne.",no comment,inherited,reliable,original word,east baltic,hill-beyond,landscape,possibly,modern,no comment,aigars
aizkraukle 1,estate,346 aizkraukle,aizkraukle,"56,6057","25,1898",200,no,aizkraukle,latvian,yes,,"AŠĢTD 58; E 1922, 34; LVV 1, 9",high,no comment,"àizkraũkle 'Kraukle-beyond.' Also a FN (LUV). | Compound of àiz 'behind' and HN Kraukle (nearby stream). Probably a folk etymology of àizkraukne 'barrier, barricade, dam.' | LVV 1, 9; ME 2, 263 s.v. kraûklis; 2, 295 s.v. kŗaukt.","from older *aizkrautle 'barrier; dam' (Blese 1938, 132–134).",recent,possible,original word,latvian,Kraukle-beyond,riverscape,yes,modern,no comment,aigars
aizkraukle 1,estate,346 aizkraukle,aizkraukle,"56,6057","25,1898",200,no,schl. ascheraden,high german,n/a,,WRK,high,no comment,"Schloss Ascheraden 'Ascheraden castle.' Also a FN, cf. Ašeradens (LUV). | Borrowed from MLG Ascrath with anaptyctic e and d for t due to secondary association with LG toponyms in -rad(e). Ultimately from an otherwise unattested Lv. *azkrāte~azkrāts 'barrier' which is derived from àizkrât 'pile up; save up.' | Blese 1938, 132–134; LEW 291 s.v. kráuti; LVV 1, 9; ME 1, 33 s.v. àizkrât.","MLG Ascrath ← Lv. *azkràce~azkŗãce 'rapids-beyond; beyond the jut' (Blese 1938, 132–134); named after nearby stream Āzķere which is of unclear origin (Biel Gr 44).",borrowed,reliable,middle low german,high german,barrier,administration; military and defence,yes,modern,no comment,aigars
aizkraukle 1,estate,346 aizkraukle,aizkraukle,"56,6057","25,1898",200,no,aißkraukne,latvian,unclear,,PhrLett M 6 recto,high,no comment,"àizkraukne 'barrier, barricade, dam.' | From older *àizkrautne, compound of àiz 'behind' and *krautne '(stone) heap,' i.e., tnē-derivation to kŗaũt~kraũt 'gather, hoard; load.' | Blese 1938, 132–134; LVV 1, 9; ME 2, 296 s.v. kŗaũt.",no comment,recent,possible,original word,latvian,barrier,administration; military and defence,no,17th century,PhrLett,aigars
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,aiskarod,middle russian,n/a,,"RIB 16, Copenhague acts 1562, 20",high,no comment,"aiskarod. | Borrowed from MLG Ascrath, itself from an otherwise unattested Lv. *azkrāte~azkrāts 'barrier' which is derived from àizkrât 'pile up; save up.' Initial ais- influenced by Lv. | Blese 1938, 132–134; LEW 291 s.v. kráuti; LVV 1, 9; ME 1, 33 s.v. àizkrât.","MLG Ascrath ← Lv. *azkràce~azkŗãce 'rapids-beyond; beyond the jut' (Blese 1938, 132–134); named after nearby stream Āzķere which is of unclear origin (Biel Gr 44).",borrowed,reliable,middle low german,middle russian,barrier,administration; military and defence,no,16th century,"Russian Historic Library, Russian-Danish trearies",dmitri
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,skovven,middle russian,n/a,,"RIB 16, Copenhague acts 1562, 20",high,possibly refers to Skrīveri,skovven 'clerk.' | Borrowed from MLG schrive 'clerk' via Lv. skrĩveris. Described in the source as 'Chudian.' | DS.,-n of German extraction; folk etymology change of the Latvian name; scribal errors,borrowed,possible,middle low german,middle russian,clerk,administration,no,16th century,"Russian Historic Library, Russian-Danish trearies",dmitri
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,skr'vnoj,middle russian,n/a,,"RIB 16, Copenhague acts 1562, 20",high,possibly refers to Skrīveri,skr'vnoj 'clerk.' | Borrowed from MLG schrive 'clerk' via Lv. skrĩveris. | DS.,-n of German extraction; folk etymology change of the Latvian name; scribal errors,borrowed,possible,middle low german,middle russian,clerk,administration,no,16th century,"Russian Historic Library, Russian-Danish trearies",dmitri
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,sirovna,middle russian,n/a,,"RIB 16, Copenhague acts 1578, 39",high,possibly refers to Skrīveri,sirovna 'clerk.' | Borrowed from MLG schrive 'clerk' via Lv. skrĩveris. Described in the source as 'Chudian.' | DS.,-n of German extraction; folk etymology change of the Latvian name; scribal errors,borrowed,possible,middle low german,middle russian,clerk,administration,no,16th century,"Russian Historic Library, Russian-Danish trearies",dmitri
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,skrovnyj,middle russian,n/a,,"RD 7, 1578-1570",high,possibly refers to Skrīveri,skrovnyj 'clerk.' | Borrowed from MLG schrive 'clerk' via Lv. skrĩveris. | DS.,-n of German extraction; folk etymology change of the Latvian name; scribal errors,borrowed,possible,middle low german,middle russian,clerk,administration,no,16th century,Russian Diplomatary,dmitri
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,krovnyj,middle russian,n/a,,"RD 7, 1578-1570",high,possibly refers to Skrīveri,krovnyj 'clerk.' | Borrowed from MLG schrive 'clerk' via Lv. skrĩveris. | DS.,-n of German extraction; folk etymology change of the Latvian name; scribal errors,borrowed,possible,middle low german,middle russian,clerk,administration,no,16th century,Russian Diplomatary,dmitri
aizkraukle 2,castle,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,aschrâte,middle high german,n/a,,LRH 640. 1492. 1732. 2940. 661. 2900. 6276. 9806. 9832. 9856,high,no comment,"aschrâte. | Borrowed from MLG Ascrath, itself from an otherwise unattested Lv. *azkrāte~azkrāts 'barrier' which is derived from àizkrât 'pile up; save up.' | Blese 1938, 132–134; LEW 291 s.v. kráuti; LVV 1, 9; ME 1, 33 s.v. àizkrât.","MLG Ascrath ← Lv. *azkràce~azkŗãce 'rapids-beyond; beyond the jut' (Blese 1938, 132–134); named after nearby stream Āzķere which is of unclear origin (Biel Gr 44).",borrowed,reliable,middle low german,middle high german,barrier,administration; military and defence,no,13th century,Livonian Rhymed Chronicle,dmitri
aizkraukle 2,castle ruins,346 aizkraukle,aizkraukle,"56,6142","25,1533",0,no,aizkraukles pilsdrupas,latvian,unclear,,LĢIA 157128,high,no comment,"àizkraũkles pilsdrupas 'Aizkraukle castle ruins.' Gen.sg. of àizkraũkle 'Kraukle-beyond.' Also a FN (LUV). | Compound of àiz 'behind' and HN Kraukle (nearby stream). Probably a folk etymology of àizkraukne 'barrier, barricade, dam.' | LVV 1, 9; ME 2, 263 s.v. kraûklis; 2, 295 s.v. kŗaukt.","from older *aizkrautle 'barrier; dam' (Blese 1938, 132–134).",recent,possible,original word,latvian,Kraukle-beyond,riverscape,yes,modern,no comment,aigars
aizkraukles macitaja muiza,clergy house,346 aizkraukle,aizkraukles māc. muiža,"56,6227","25,1267",0,no,aizkraukles māc. muiža,latvian,yes,,"AŠĢTD 58; E 1922, 34",high,no comment,"àizkraũkles mâcîtãja muĩža 'Aizkraukle clergy house.' Gen.sg. of àizkraũkle 'Kraukle-beyond.' Also a FN (LUV). | Compound of àiz 'behind' and HN Kraukle (nearby stream). Probably a folk etymology of àizkraukne 'barrier, barricade, dam.' | LVV 1, 9; ME 2, 263 s.v. kraûklis; 2, 295 s.v. kŗaukt.","from older *aizkrautle 'barrier; dam' (Blese 1938, 132–134).",recent,possible,original word,latvian,Kraukle-beyond,riverscape,yes,modern,no comment,aigars
aizkraukles macitaja muiza,clergy house,346 aizkraukle,aizkraukles māc. muiža,"56,6227","25,1267",0,no,ascheraden,high german,n/a,,WRK,high,no comment,"ascheraden. Also a FN, cf. Ašeradens (LUV). | Borrowed from MLG Ascrath with anaptyctic e and d for t due to secondary association with LG toponyms in -rad(e). Ultimately from an otherwise unattested Lv. *azkrāte~azkrāts 'barrier' which is derived from àizkrât 'pile up; save up.' | Blese 1938, 132–134; LEW 291 s.v. kráuti; LVV 1, 9; ME 1, 33 s.v. àizkrât.","MLG Ascrath ← Lv. *azkràce~azkŗãce 'rapids-beyond; beyond the jut' (Blese 1938, 132–134); named after nearby stream Āzķere which is of unclear origin (Biel Gr 44).",borrowed,reliable,middle low german,high german,barrier,administration; military and defence,yes,modern,no comment,aigars
aizkraukles muiza,village,346 aizkraukle,aizkraukle,"56,6058","25,1869",0,no,aizkraukles muiža,latvian,yes,,LĢIA 40775,n/a,no comment,àizkraũkles muĩža 'Aizkraukle estate.' | Syntagm of gen.sg. of àizkraũkle 'Kraukle-beyond' and muĩža 'estate.' | AK.,no comment,recent,reliable,original word,latvian,Kraukle-beyond; estate,riverscape; administration,no,modern,no comment,aigars
aizkraukles pilskalns,hillfort,346 aizkraukle,unclear,"56,6218","25,1303",0,no,aizkraukles pilskalns,latvian,unclear,,LĢIA 40764,high,no comment,"àizkraũkles pilskal̂ns 'Aizkraukle hillfort.' Gen.sg. of àizkraũkle 'Kraukle-beyond.' Also a FN (LUV). | Compound of àiz 'behind' and HN Kraukle (nearby stream). Probably a folk etymology of àizkraukne 'barrier, barricade, dam.' | LVV 1, 9; ME 2, 263 s.v. kraûklis; 2, 295 s.v. kŗaukt.","from older *aizkrautle 'barrier; dam' (Blese 1938, 132–134).",recent,possible,original word,latvian,Kraukle-beyond,riverscape,yes,modern,no comment,aigars
aizkraukles pilskalns,castle,346 aizkraukle,unclear,"56,6218","25,1303",0,no,aschrath,latin,n/a,,"Henry IX, 9",high,no comment,"aschrath. | Borrowed from MLG Ascrath, itself from an otherwise unattested Lv. *azkrāte~azkrāts 'barrier' which is derived from àizkrât 'pile up; save up.' | Blese 1938, 132–134; LEW 291 s.v. kráuti; LVV 1, 9; ME 1, 33 s.v. àizkrât.","MLG Ascrath ← Lv. *azkràce~azkŗãce 'rapids-beyond; beyond the jut' (Blese 1938, 132–134); named after nearby stream Āzķere which is of unclear origin (Biel Gr 44).",borrowed,reliable,middle low german,latin,barrier,administration; military and defence,no,13th century,Livonian Chronicle of Henry,aigars
aizkraukļi,house,509 kaplava,unclear,"55,8712","27,0968",0,no,aizkraukļi,latvian,unclear,,LĢIA 131871,n/a,no comment,"nom.pl. of àizkrauklis 'inhabitant of Aizkraukle' vel sim. | ii̯o-derivation to àizkraũkle, itself a compound of àiz 'behind' and HN Kraukle (nearby stream). Probably a folk etymology of àizkraukne 'barrier, barricade, dam.' | LVV 1, 9; ME 2, 263 s.v. kraûklis; 2, 295 s.v. kŗaukt.","àizkraũkle < *aizkrautle 'barrier; dam' (Blese 1938, 132–134).",recent,possible,original word,latvian,Kraukle-beyond,riverscape,no,modern,no comment,aigars
aizpuoriesi,house,435 dignāja,unclear,"56,2559","26,1650",0,no,aizporieši,latvian,partly,,LĢIA 129501,high,no comment,"partly standardized var. of àizpùrviẽši (should be -īši), nom.pl. of àizpùrviẽtis 'marsh-beyond dweller.' Also a surname (LUV), cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). | ietis-derivation to àizpùrvs 'marsh-beyond,' itself a compound of àiz 'behind' and pùrvs 'swamp.' | ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond dweller,landscape,yes,modern,no comment,aigars
aizpuoriesi,house,435 dignāja,unclear,"56,2559","26,1650",0,no,gasparti,latvian,unclear,,AŠĢTD 77,high,no comment,"nom.pl. of gasparts. Probably a pers. or surname, cf. Lv. Gaspars (LUV) Gaspards (PDB) Lt. Gasparas (LPDB) HG Gaspar(d) (DFD). Stem-final t for d might be generalized from nom.sg. | Borrowed from OPers. *ganzabarah 'treasurer' (itself a Medism) via BHe. gizbar and, judging by the final -t, Fr. Gaspard. | LPV 192 s.v. Kaspars.",no comment,borrowed,reliable,old persian,latvian,treasurer,administration,yes,modern,no comment,aigars
aizpuri 1,unclear,227 lielvārde,lielvārdes māc. mž.,"56,6852","24,9156",0,no,aizpuri,latvian,no,,LĢIA unreg.,n/a,no comment,"nom.pl. of aizpurs or aizpuris 'marsh-beyond,' compound of àiz 'behind' and purs, dialectal variant of pùrvs 'swamp,' or -puris, compositional variant of pùrvs. Both Aizpurs and Aizpuris are also surnames, cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). LVV 1, 11; ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond,landscape,yes,modern,no comment,aigars
aizpuri 2,house,346 Aizkraukle (Aizkraukle),,"56,6241","25,1780",,no,aizpuri,latvian,no,,"AŠĢTD 58; E 1922, 34; LVV 1, 10",high,no comment,"nom.pl. of aizpurs or aizpuris 'marsh-beyond,' compound of àiz 'behind' and purs, dialectal variant of pùrvs 'swamp,' or -puris, compositional variant of pùrvs. Both Aizpurs and Aizpuris are also surnames, cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). LVV 1, 11; ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond,landscape,yes,modern,no comment,aigars
aizpuri 2,house,346 Aizkraukle (Aizkraukle),,"56,6241","25,1780",n/a,no,aizpures,latvian,no,,"E 1922, 34; LVV 1, 10",high,no comment,"nom.-acc.pl. of àizpure 'marsh-beyond,' compound of àiz 'behind' and -pure, dialectal variant of -pùrve, itself a compositional variant of pùrvs 'swamp.' Aizpuris also exists as a surname, cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). LVV 1, 11; ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond,landscape,yes,modern,no comment,aigars
aizpurisi,village,436 līvāni,unclear,"56,3875","26,1828",0,no,aizpūrīši,latvian,no,,LĢIA 2039,high,no comment,"nom.pl. of dialectal variant of àizpùrviẽtis 'marsh-beyond dweller,' ietis-derivation to àizpùrvs 'marsh-beyond.' Àizpùrvs is a compound of àiz 'behind' and pùrvs 'swamp.' Probably a surname, cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond dweller,landscape,possibly,modern,no comment,aigars
aizpurisi,village,436 līvāni,unclear,"56,3875","26,1828",0,no,aizpurieši,latvian,partly,,LĢIA 2039; AŠĢTD 77,high,no comment,"nom.pl. of partly standardized variant of àizpùrviẽtis 'inhabitant of place beyond the marsh.' ietis-derivation to àizpùrvs 'place beyond the marsh.' Àizpùrvs is a compound of àiz 'behind' and pùrvs 'swamp.' Also a surname, cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond dweller,landscape,yes,modern,no comment,aigars
aizpurves,house,348 pļaviņas,pļaviņas,"56,6031","25,6267",0,no,aizpurves,latvian,unclear,,LĢIA 45725,n/a,no comment,,,,,,,,,,,,
aizpurvi,house,444 nīcgale (part of 450 līksna until 1936),unclear,"56,0658","26,3645",0,no,aizpurvi,latvian,yes,,LĢIA 130797,n/a,no comment,"nom.pl. of àizpùrvs 'marsh-beyond,' compound of àiz 'behind' and pùrvs 'swamp.' Also a surname, cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). LVV 1, 11; ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond,landscape,yes,modern,no comment,aigars
aizpurviesi,village,444 nīcgale (part of 450 līksna until 1936),unclear,"56,1350","26,3644",n/a,no,àizpurvieši,latvian,yes,,"E 1925, 170; LVV 1, 11",high,no comment,"nom.pl. of àizpùrviẽtis 'marsh-beyond dweller.' Also a surname (LUV), cf. Lt. Užpelkaitis (LPDB) Po. Zabłotny (ISNP) HG Moorkamp (DFD). | ietis-derivation to àizpùrvs 'marsh-beyond,' itself a compound of àiz 'behind' and pùrvs 'swamp.' | ME 1, 45.",no comment,inherited,reliable,original word,latvian,marsh-beyond dweller,landscape,yes,modern,no comment,aigars
